 t,a,e,inc,long,varpi,f
0.0,0.38708487337966857,0.20564007762226838,0.12224709357238699,0.8432545709705548,,4.367985759704218
365250.0,0.3870852786507703,0.20582405865783054,0.12120966624390278,0.8211804860136598,,4.457584737806231
730500.0,0.3870836523321119,0.20603364499231744,0.12018049531132634,0.7988227580654652,0.9778867266631636,4.550506470587461
1095750.0,0.38708329712352835,0.20620994138436277,0.1191632821285192,0.776096809713635,1.054821970884556,4.647455267297142
1461000.0,0.3870825623328611,0.2063829684835701,0.11815991863031367,0.7530390204947609,1.1121943127885114,4.748503036784528
1826250.0,0.38708118001496594,0.20656791834626478,0.11717594384028827,0.7296240228547232,1.1615908229606924,4.853885391402253
2191500.0,0.38708129841909367,0.20670767242980503,0.11621477842022564,0.7058027474243135,1.206928156273208,4.964271666930343
2556750.0,0.38707931446473276,0.2068660761406004,0.11527536209050934,0.6815919362033567,1.2509014412548458,5.079171126991378
2922000.0,0.3870798311049527,0.2069978316009236,0.11436796723320766,0.6569877564386617,1.2937934764955852,5.199623520877196
3287250.0,0.3870778309962592,0.20711877880715113,0.11348790556710817,0.6319328508699639,1.3372965146850524,5.324854748167752
3652500.0,0.3870780304933745,0.2072328594478779,0.11264176897861759,0.6064625955151975,1.3813567511159017,5.4553036685870815
4017750.0,0.3870769078764012,0.207326630261253,0.11183348143322855,0.5805526361281053,1.4262203374264868,5.590768126783821
4383000.0,0.3870766645979734,0.2074104585003679,0.11105979669859194,0.5541713361861,1.4725516317075895,5.730274484364138
4748250.0,0.38707643420798515,0.2074817791719712,0.11032939639378186,0.5273689315141007,1.5194496721148143,5.87413200215406
5113500.0,0.3870756606604267,0.2075259812908058,0.1096411217696214,0.5000780403387994,1.5674015817273188,6.020602319368812
5478750.0,0.38707633830950083,0.20756733012543008,0.10899621263085946,0.47234307043061097,1.6156602998008966,6.169366946261956
5844000.0,0.38707539190862417,0.20758654573180224,0.10839961034872479,0.4441584481409735,1.663760467921728,0.03586633079710554
6209250.0,0.38707636459210437,0.20757411232321726,0.10785147645869497,0.4154974086222105,1.7114199389134623,0.1851714716350561
6574500.0,0.38707574374963827,0.20758460319354777,0.10735179016309265,0.3864369359004219,1.7576809260675454,0.33345728353790016
6939750.0,0.38707665040039324,0.20752898408349107,0.10690734697297774,0.35691200214594365,1.8024770791067026,0.47890027304907834
7305000.0,0.387076864510435,0.20749610861247972,0.10651355982853107,0.3269930347827068,1.845026781601223,0.6213714651904269
7670250.0,0.38707728015076853,0.20743314921230543,0.10617528710264425,0.2967004423023515,1.8851328699433898,0.7595915388171717
8035500.0,0.38707840314980135,0.20733905723500012,0.10589470126505392,0.266036011007103,1.9226183126356688,0.8932655084807132
8400750.0,0.3870782505288029,0.20725984925016683,0.10566730881331515,0.23503232544847502,1.9573350649317087,1.0219707667807278
8766000.0,0.38707993252995243,0.2071202788743259,0.1054995791929127,0.20376973878382196,1.9891661571180048,1.1455866396361098
9131250.0,0.38707989427660033,0.207005651147997,0.1053872792741446,0.17221640012520295,2.0184495068418524,1.2640565357933655
9496500.0,0.38708126247947056,0.20684325003361093,0.1053303532102165,0.14046987435881683,2.0449839826893026,1.3774486485139672
9861750.0,0.38708180595531194,0.20667294324516325,0.10532942542119644,0.10856040945324405,2.069189911291872,1.486044406564056
10227000.0,0.38708267930024204,0.2065001009777195,0.10538060282953671,0.07648950987296518,2.091172738116984,1.5899050699977082
10592250.0,0.38708360072397846,0.20628824360534959,0.10548091099823224,0.044393546618667346,2.1109712627537096,1.6895813395498376
10957500.0,0.38708427086633884,0.20607335039274463,0.1056310109350399,0.012216184555972143,2.1291051682102644,1.7850248921511935
11322750.0,0.3870851248769643,0.2058501904920742,0.10582156530468817,-0.019936748491340205,2.1453716481390526,1.876873249919802
11688000.0,0.38708581399637937,0.2055900830661129,0.106052684957242,-0.05203898356594443,2.160234876743883,1.9651959074743819
12053250.0,0.38708637110342875,0.20534152696050706,0.10631832855874504,-0.08407937772097676,2.1736921621387193,2.0503318668369337
12418500.0,0.38708712765207665,0.20506420575584103,0.10660975891918559,-0.11599881110167723,2.1857282494108,2.1327588847087107
12783750.0,0.38708729685138626,0.20478512128505447,0.10692693365330337,-0.14778662314922858,2.196732502303233,2.212363695347461
13149000.0,0.3870873865569327,0.20449980519112,0.10725865562577432,-0.17944216614303637,2.206358918130293,2.2898057846075104
13514250.0,0.38708765305836723,0.20419918902372128,0.10759758820884455,-0.21091295668655682,2.2147293324763044,2.3651042960222823
13879500.0,0.3870875861182794,0.2039077270412255,0.10794389696545309,-0.24223266910436594,2.2219440850459433,2.438416747155271
14244750.0,0.3870877396371805,0.20360913313876036,0.10827972913877691,-0.27339743321467347,2.2274287995059074,2.510257666947394
14610000.0,0.38708733848466914,0.20330796087560776,0.10860736215129332,-0.30438948522528875,2.231455518419946,2.580404899373117
14975250.0,0.3870878524162045,0.20302789917518366,0.10891487137343743,-0.335262796762235,2.2333391590537333,2.6494557899319835
15340500.0,0.38708782395989305,0.20274557946160654,0.10919566593298678,-0.36603007261991716,2.2329067798027067,2.717265739090917
15705750.0,0.3870875324698359,0.20248097855503563,0.10944445099913445,-0.39669009876635253,2.2296535851352264,2.7841508071812147
16071000.0,0.3870878745160265,0.20225471524699426,0.1096553296547661,-0.4273524300712609,2.2228524034041284,2.8503422705733996
16436250.0,0.3870875300436493,0.2020215523467807,0.10981798132275282,-0.4579779041910906,2.2120765805449887,2.9157420342574727
16801500.0,0.38708809980867864,0.2018485158426679,0.10993398342955568,-0.48868019361626935,2.196463179090438,2.9808052717127587
17166750.0,0.38708741951296677,0.20169219227164878,0.10999331846897575,-0.5194861246314485,2.1754502718160658,3.0454265174794606
17532000.0,0.387088073476633,0.20156727846559103,0.10999252932630972,-0.5504482438736585,2.1484596183700786,3.1098920145235134
17897250.0,0.38708778617294703,0.20150354504326562,0.10993485428963913,-0.5816528913725701,2.1151637715559843,3.1742498397690597
18262500.0,0.38708805499422555,0.201449556742804,0.10980806805895378,-0.6131561568671487,2.0753656336219493,3.23871930901285
18627750.0,0.3870877499259481,0.2014781631317019,0.10962351655270126,-0.6450005907869906,2.0292656954187276,3.3033657402415653
18993000.0,0.3870882633372279,0.20151963758664704,0.10937171524730328,-0.6773202014069849,1.9770871346699121,3.36835495784516
19358250.0,0.3870878808011868,0.20161737703514537,0.10905954121492022,-0.7101222029639,1.9193516507771804,3.4339253482535868
19723500.0,0.3870880647218018,0.20177314841334412,0.10869013425414649,-0.7434949869775926,1.8564880374665975,3.50000117039398
20088750.0,0.3870880275014846,0.20194285774613255,0.10826502576534426,-0.777556578558916,1.7890702401622005,3.5670890409278053
20454000.0,0.3870882555495131,0.20217041398384802,0.10779013152461311,-0.8122882682746805,1.7173944699975818,3.6349594214360956
20819250.0,0.3870883408624002,0.20242595769407906,0.10727619258524763,-0.847823142422795,1.642096728034506,3.70415875628758
21184500.0,0.38708832255845216,0.2027065636432117,0.10672415260098711,-0.8841888126735065,1.5631742396024022,3.774638393299097
21549750.0,0.38708854897563566,0.2030188385266981,0.10614849463371102,-0.9214272408432436,1.4810829319766743,3.8466320429761227
21915000.0,0.3870883284969464,0.20334086560347667,0.10555927898642452,-0.9595975779120949,1.3960365755284154,3.9206017199016596
22280250.0,0.3870877173744638,0.2036765823646742,0.10496166716585568,-0.9987075145573417,1.3078810053379253,3.9963534493760804
22645500.0,0.3870871764592049,0.20402097266144173,0.10437499166210538,-1.0387881978895437,1.2170301576857958,4.074594494235582
23010750.0,0.3870866177290978,0.2043411151843458,0.1038066443697265,-1.0798278065597375,1.1233487982579131,4.155364590592454
23376000.0,0.3870856360908078,0.20467116809876273,0.10326729148491359,-1.1218139632121846,1.0267117608812577,4.238872476313
23741250.0,0.38708504539493555,0.20495971207384345,0.10277646962489614,-1.1646923858239204,0.9274758763764117,4.325798030527061
24106500.0,0.38708395471147944,0.20522684956538456,0.10233653297398396,-1.2084620863363655,0.8250292735626648,4.4159348637737335
24471750.0,0.3870841206477388,0.20546374338611106,0.10196669668405692,-1.2529442564090423,0.7199055236440304,4.510177130431085
24837000.0,0.38708231601096915,0.20565110446543855,0.10167363275625667,-1.2981558932883317,0.6115342427004022,4.608379024139785
25202250.0,0.3870827947310043,0.2057908137835759,0.10146647121157158,-1.3439187963522279,0.5000041914309767,4.711169397668692
25567500.0,0.3870806821182187,0.2059026677546769,0.10135424865545557,-1.3900628936298598,0.38550147619131847,4.8188289811375995
