 t,a,e,inc,long,varpi,f
0.0,4.8880105334117285,0.9999927159676728,0.043421800887480225,1.9820173186557046,3.5527777409815258,3.1415922993932353
365250.0,4.779948440330645,0.9999925075265815,0.04375239267012461,1.9372344244610908,3.5080674368353266,3.1415922675950654
730500.0,4.676938837719527,0.9999923668126106,0.044006672700149484,1.891594798098891,3.4625047398842033,3.1415923278025604
1095750.0,4.603542169244208,0.9999922434280759,0.04402676742095105,1.8452395274051903,3.4162207652625742,3.1415924391994174
1461000.0,4.586035895447023,0.9999921795374022,0.043917129116370385,1.799276782815,3.3703064663791453,3.1415926019706566
1826250.0,4.601964534934782,0.9999922523940363,0.04366509787348124,1.753333995218988,3.324381466546295,3.1415927417462517
2191500.0,4.657808354794102,0.9999923093342465,0.04320873431933093,1.7078304939029043,3.278864696751439,3.1415928195221015
2556750.0,4.736616992280498,0.999992429493432,0.04259937693936493,1.6621755976528803,3.2331710920387904,3.141592878098424
2922000.0,4.791422893255213,0.9999925581421408,0.04189820443303947,1.6169602562071632,3.1879028486960306,3.14159284207623
3287250.0,4.851351482421627,0.9999925954984956,0.04098611637321457,1.5725259273702807,3.143408309444949,3.1415927650998725
3652500.0,4.85729585634138,0.9999926331556689,0.03998543499160806,1.5302663350179282,3.101084805034233,3.1415926982932767
4017750.0,4.843950123729017,0.999992622237029,0.038856688075842395,1.4874611467859729,3.0582186659734365,3.1415926019706566
4383000.0,4.810731471646974,0.999992531767474,0.0375656302348453,1.4498925260170255,3.020590906771017,3.1415925581758066
4748250.0,4.75066962658264,0.9999924789363718,0.036188041095068034,1.4131049601746688,2.983756040806755,3.1415925536297653
5113500.0,4.713933790890786,0.9999923991545612,0.03457580459584855,1.378942379396479,2.9495617740172264,3.1415925903695205
5478750.0,4.692779018368869,0.9999923475849398,0.03289408288953866,1.349217810353196,2.919828311227402,3.1415926833921155
5844000.0,4.705512925337468,0.9999924158479018,0.031102741151581504,1.3208672683118081,2.891494014439341,3.141592762071884
6209250.0,4.750491572533446,0.9999924452090189,0.02918074077008551,1.298998011981004,2.869660410552286,3.1415928175025662
6574500.0,4.81956289495292,0.9999925596378095,0.027180284785682865,1.2794911468683607,2.8501998838136338,3.1415928518368488
6939750.0,4.882764025711762,0.9999926944099292,0.02515894942704141,1.2666453699105986,2.837403000639905,3.141592804084144
7305000.0,4.940522084858144,0.9999927357195201,0.023102178932381475,1.2631584176433093,2.8339591843588527,3.141592700711402
7670250.0,4.955491322921324,0.999992785384964,0.021106074047974235,1.2692813426395058,2.840118316937853,3.141592595877844
8035500.0,4.924050726996666,0.9999927552521473,0.019150723518341614,1.2885402452983028,2.8594033463051964,3.141592442329372
8400750.0,4.868714110197086,0.9999926317260429,0.017355411135927055,1.3314579905803885,2.9023377448480385,3.1415923381916593
8766000.0,4.752405331121713,0.999992503941902,0.01571240442210246,1.394425884057776,2.965309529508457,3.141592277501488
