 t,xh,yh,zh,vxh,vyh,vz
0.0,-0.29543082360215167,0.29513431209617375,0.048579046845003325,0.009130757060030666,-0.05309274558596565,-0.001498017966832152
365250.0,-0.284328225609318,0.2837949915107188,0.047273390291832425,0.009338833759164247,-0.053626658556698736,-0.0015460893551654316
730500.0,-0.27310179902124504,0.27233992760094233,0.045964316758687535,0.009471137889330909,-0.05408913219730542,-0.0015837575557726023
1095750.0,-0.2617693575997604,0.26079167395366876,0.044657739750522105,0.009516035474094393,-0.0544593209996225,-0.0016090442593343214
1461000.0,-0.2504119795995842,0.24923740267630537,0.0433644223216133,0.009462052115732877,-0.054710849767322864,-0.0016196617171147076
1826250.0,-0.23908613051678176,0.2377398188763971,0.04209548386122573,0.009298558751026696,-0.054814666039029174,-0.0016134241462376416
2191500.0,-0.22783463794859388,0.22634772661394514,0.04086038842502255,0.009011217537802166,-0.05473612391935157,-0.0015872565289233522
2556750.0,-0.2167480895733381,0.21515869191179546,0.03967330599704083,0.008593507843082125,-0.054436735545318256,-0.0015390177593133528
2922000.0,-0.20586377947501253,0.20421556764496376,0.03854462177346441,0.008034341950521422,-0.05388364666285287,-0.001465522781988511
3287250.0,-0.19525341025367057,0.19359572177236847,0.03748982268650095,0.00733171800661368,-0.05302779165928171,-0.0013647380209473663
3652500.0,-0.18496480825177422,0.18335076758861224,0.03652074878187734,0.0064890050512436325,-0.05184214992714367,-0.0012350974886281684
4017750.0,-0.17503841111470783,0.17352313957120624,0.03565160674582733,0.005516635236208038,-0.05029582120719803,-0.0010759432518748584
4383000.0,-0.16550703819386736,0.16414489102447158,0.03489535508541889,0.0044403513639902975,-0.04837139479754414,-0.0008891249712038997
4748250.0,-0.1563824050085425,0.15522408382106334,0.03426217733063539,0.00328831241650587,-0.046075772917331094,-0.0006766019720651525
5113500.0,-0.14765579249466462,0.1467443263931859,0.03376360587866286,0.002109176131394573,-0.04342656242720824,-0.00044464499695917267
5478750.0,-0.13929929629519902,0.13866761739621503,0.03340357273839349,0.0009483190077400251,-0.040471774717670106,-0.00019904012574402114
5844000.0,-0.13126472482500948,0.13093228649932545,0.03318731636388728,-0.00012709546256865116,-0.03728892572742195,4.829842967398188e-05
6209250.0,-0.1234727938130664,0.1234445283700432,0.03311442450570068,-0.0010966288782221579,-0.03392694179449869,0.0002955907387942731
6574500.0,-0.11584556786045759,0.11611190037832318,0.03317840182310313,-0.0018995527025322265,-0.03050182944775525,0.0005289814107417601
6939750.0,-0.10826957136572955,0.1088068982945018,0.03337635366344908,-0.0025113799078845785,-0.02708695683442579,0.0007414954603746069
7305000.0,-0.1006449043627356,0.10141913972838949,0.03369455934315079,-0.0029258424830030886,-0.023758387193163328,0.0009287583313346963
7670250.0,-0.09286702972540208,0.09383550637996188,0.03412311374004226,-0.003145725507676806,-0.02057448411541299,0.0010871105109245254
8035500.0,-0.08482919152898262,0.08594487432687246,0.034650335849772854,-0.003186162562377784,-0.01757315043689017,0.0012150418565866847
8400750.0,-0.07643678765577251,0.07765088257699308,0.03525916420594599,-0.003072819569244617,-0.014776712342727835,0.0013135952522495028
8766000.0,-0.06763626687748453,0.0689012298463223,0.0359414448021233,-0.0028330135509712995,-0.01219460439957714,0.0013838594862236842
9131250.0,-0.05834009066222883,0.059611580800398904,0.03668010049377698,-0.0024967880091048837,-0.009818171154234891,0.0014289161099818872
9496500.0,-0.04853124436672885,0.049769678980245126,0.03746569395979883,-0.002092586703546684,-0.007637316010631078,0.0014513329660838371
9861750.0,-0.03818240004512074,0.03935386438906224,0.03828748748963381,-0.0016464996648036239,-0.00563275539619417,0.0014544662763292498
10227000.0,-0.027271936387210607,0.028348591976711312,0.039133614334611905,-0.0011803808083041992,-0.0037816730505478057,0.0014413906137887183
10592250.0,-0.015846310232219572,0.016806591225752454,0.03999765095109736,-0.0007138165473264818,-0.0020671959403345307,0.0014144201970228024
10957500.0,-0.003890525662787268,0.004718813390752395,0.040869367009961875,-0.0002608405937007118,-0.00046353451612203154,0.0013762655962348436
11322750.0,0.008534612696138554,-0.00784826955187153,0.041742119763754804,0.0001658625819238183,0.001045842627168002,0.0013288556354148053
11688000.0,0.021389082400147023,-0.02084946443821608,0.04260869296456677,0.0005573789448596797,0.002479430225217128,0.0012739815578238845
12053250.0,0.03463015111671032,-0.034237427335016446,0.04346238555490302,0.000907468462449659,0.003854244249652518,0.0012132635468966111
12418500.0,0.04819075552491782,-0.04794116448705438,0.044297356600210905,0.0012107389792345143,0.005183233749460872,0.001147349803675796
12783750.0,0.062013378960961325,-0.061899603467191554,0.04510678091437675,0.0014646373928575481,0.006479845286440996,0.0010777437769998177
13149000.0,0.07604829577204765,-0.07606034372378534,0.04588645180536939,0.0016672798264481667,0.0077552768215588454,0.0010049189560378767
13514250.0,0.0902150373064991,-0.09034050531424341,0.046628480449930315,0.0018171795401407738,0.009018333398647282,0.0009293879400113827
13879500.0,0.10446929972176355,-0.1046941491659165,0.04733045240197755,0.0019156260947018305,0.010278321112799454,0.0008522252591634007
14244750.0,0.11875584396020548,-0.11906476426756422,0.04798446757717791,0.001961500149509789,0.011543513712542173,0.0007730162648366033
14610000.0,0.13300150163550759,-0.13337838865892562,0.048586589102469754,0.0019568534967167334,0.012819677530472594,0.0006927677931770891
14975250.0,0.1471808123038895,-0.14760930811598436,0.049133508271759725,0.0019018248851764528,0.014114416502583872,0.0006112382643174009
15340500.0,0.16123425276076125,-0.1616979622677511,0.049617956348963654,0.0017985554571194012,0.015433753229272786,0.0005290086034165305
